Date,Open,High,Low,Close
24/11/1999,109.59375,109.71875,109.3125,109.640625
26/11/1999,109.5,109.625,109.40625,109.5
29/11/1999,109.5,109.640625,109,109.078125
30/11/1999,109.078125,109.421875,109.03125,109.25
01/12/1999,109.203125,109.28125,108.796875,109.109375
02/12/1999,109.125,109.1875,108.9375,108.953125
03/12/1999,108.953125,109.53125,108.859375,109.375
06/12/1999,109.53125,109.59375,109.484375,109.546875
07/12/1999,109.546875,109.875,109.546875,109.796875
08/12/1999,109.8125,109.8125,109.53125,109.609375
09/12/1999,109.6875,109.78125,109.578125,109.75
10/12/1999,109.734375,110.171875,109.71875,110.15625
13/12/1999,110.0625,110.1875,109.96875,109.96875
14/12/1999,109.78125,109.828125,109.21875,109.234375
15/12/1999,109.296875,109.328125,108.9375,108.953125
16/12/1999,108.75,108.921875,108.421875,108.546875
17/12/1999,108.546875,108.71875,108.21875,108.546875
20/12/1999,108.59375,108.625,108.109375,108.25
21/12/1999,108.296875,108.359375,108.078125,108.359375
22/12/1999,96.2734375,96.4375,96.1328125,96.2265625
23/12/1999,96.2265625,96.5546875,96.078125,96.109375
27/12/1999,96.109375,96.3046875,95.90625,96.203125
28/12/1999,96.203125,96.21875,95.9453125,96
29/12/1999,96,96.25,96,96.15625
30/12/1999,96.1875,96.328125,96.0546875,96.265625
31/12/1999,96.2734375,96.328125,95.71875,95.859375
03/01/2000,95.65625,95.65625,95,95.078125
04/01/2000,95.0546875,95.625,94.71875,95.5546875
05/01/2000,95.609375,95.765625,94.828125,94.875
06/01/2000,94.875,95.3046875,94.8359375,95.203125
07/01/2000,95.25,95.609375,94.75,95.578125
10/01/2000,95.546875,95.546875,95.2265625,95.3359375
11/01/2000,95.34375,95.40625,94.515625,94.5625
12/01/2000,94.625,94.75,94.328125,94.3828125
13/01/2000,94.375,95.0234375,94.3046875,95.015625
14/01/2000,95,95.4375,94.46875,94.609375
18/01/2000,94.578125,94.71875,93.9765625,94.125
19/01/2000,94.1328125,94.4453125,94,94.3359375
20/01/2000,94.3359375,94.515625,93.96875,94.0546875
21/01/2000,94.0234375,94.1640625,93.6640625,93.9765625
24/01/2000,94.0234375,94.578125,94,94.5546875
25/01/2000,94.609375,94.8046875,94.4140625,94.4765625
26/01/2000,94.5,94.875,94.3828125,94.609375
27/01/2000,94.609375,94.765625,94.0546875,94.578125
28/01/2000,94.609375,95.4375,93.6875,94.8828125
31/01/2000,94.875,95.15625,94.4453125,94.7734375
01/02/2000,94.75,95.25,94.75,95.0859375
02/02/2000,95.0859375,95.5234375,94.71875,95.21875
03/02/2000,95.25,96.8359375,94.9375,95.859375
04/02/2000,95.8359375,96.40625,95.3359375,95.46875
07/02/2000,95.375,95.375,94.765625,94.7734375
08/02/2000,94.7734375,95.3046875,94.7265625,95.109375
09/02/2000,95.125,95.265625,94.5546875,94.5859375
10/02/2000,94.6875,94.9140625,94.125,94.203125
11/02/2000,94.1640625,94.5234375,94.078125,94.40625
14/02/2000,94.4375,95.0234375,94.3828125,95
15/02/2000,94.9765625,95.0234375,94.71875,94.8046875
16/02/2000,94.765625,94.828125,94.5546875,94.7734375
17/02/2000,94.8046875,95.3046875,94.40625,94.5546875
18/02/2000,94.578125,95.109375,94.5546875,95.078125
22/02/2000,95.25,96.1640625,95.25,96.109375
23/02/2000,96.015625,96.046875,95.546875,95.5546875
24/02/2000,95.578125,96.40625,95.578125,96.203125
25/02/2000,96.125,96.359375,95.8359375,96.203125
28/02/2000,96.3046875,96.359375,95.625,95.6328125
29/02/2000,95.65625,95.8046875,95.515625,95.765625
01/03/2000,95.7734375,96.203125,95.7265625,95.9140625
02/03/2000,95.96875,95.9765625,95.578125,95.8046875
03/03/2000,95.9375,96.3359375,95.828125,96.015625
06/03/2000,95.90625,96.0234375,95.6875,95.7734375
07/03/2000,95.8359375,96.0546875,95.5,95.9375
08/03/2000,96.0546875,96.0859375,95.765625,95.9140625
09/03/2000,96.0546875,96.4375,96.0546875,96.15625
10/03/2000,96.0546875,96.125,95.8359375,95.8828125
13/03/2000,95.875,96.6640625,95.875,96.0859375
14/03/2000,95.9375,96.578125,95.7734375,96.5546875
15/03/2000,96.71875,97.0234375,96.3828125,96.7265625
16/03/2000,96.7734375,97.0859375,96.6875,96.96875
17/03/2000,97.0546875,97.46875,97,97.3046875
20/03/2000,97.203125,97.3828125,97.0546875,97.3046875
21/03/2000,97.375,97.5234375,97.2734375,97.515625
22/03/2000,97.625,97.6640625,97.4453125,97.609375
23/03/2000,97.25,97.9375,97.1640625,97.359375
24/03/2000,97.4140625,97.46875,96.6875,96.703125
27/03/2000,96.6875,96.8046875,96.328125,96.8046875
28/03/2000,96.8046875,97.109375,96.578125,96.90625
29/03/2000,97,97.15625,96.8046875,97.078125
30/03/2000,97.046875,97.90625,96.9453125,97.8046875
31/03/2000,97.859375,98.21875,97.5859375,98.078125
03/04/2000,98.1640625,98.2734375,97.90625,98.265625
04/04/2000,98.3046875,99.9375,98.1328125,99.015625
05/04/2000,98.8359375,99.65625,98.578125,98.765625
06/04/2000,98.75,98.8828125,98.21875,98.546875
07/04/2000,98.53125,98.90625,98.171875,98.875
10/04/2000,98.8359375,99.2265625,98.7734375,99.203125
11/04/2000,99.25,99.703125,98.359375,98.546875
12/04/2000,98.546875,98.65625,97.65625,97.8828125
13/04/2000,97.9453125,98.3359375,97.5234375,98.2734375
14/04/2000,98.25,98.8046875,97.65625,98.5234375
17/04/2000,98.828125,99.1875,97.8046875,97.8359375
18/04/2000,97.859375,98.0859375,97.4765625,97.765625
19/04/2000,97.7734375,98.328125,97.5546875,98.3046875
20/04/2000,98.3046875,98.4375,98.0234375,98.2265625
24/04/2000,98.2265625,98.625,98.1640625,98.2265625
25/04/2000,98.2265625,98.2265625,97.4765625,97.5234375
26/04/2000,97.5,97.828125,97.4453125,97.546875
27/04/2000,97.5234375,97.75,96.71875,96.828125
28/04/2000,96.875,97.1875,96.46875,96.9453125
01/05/2000,96.9375,97.015625,96.6640625,96.71875
02/05/2000,96.703125,96.859375,96.40625,96.4375
03/05/2000,96.40625,96.5859375,95.90625,95.9453125
04/05/2000,96,96.125,95.5,95.5546875
05/05/2000,95.625,95.96875,95.1875,95.265625
08/05/2000,95.265625,95.515625,94.9375,94.9765625
09/05/2000,94.9375,95.3046875,94.875,95.2265625
10/05/2000,95.203125,95.9375,95.203125,95.7265625
11/05/2000,95.7265625,96.203125,95.5234375,95.8828125
12/05/2000,95.8828125,96.109375,95.15625,95.265625
15/05/2000,95.21875,95.625,95.1640625,95.546875
16/05/2000,95.5546875,96.0546875,95.5,95.7734375
17/05/2000,95.7734375,95.90625,95.3046875,95.4375
18/05/2000,95.4375,95.515625,94.828125,94.9140625
19/05/2000,94.9375,95.359375,94.8046875,95.3046875
22/05/2000,95.328125,96.0546875,95.328125,95.8828125
23/05/2000,95.828125,95.875,95.4765625,95.7734375
24/05/2000,95.8125,96.046875,95.609375,95.6875
25/05/2000,95.6328125,96.375,95.4375,96.2734375
26/05/2000,96.265625,96.8046875,96.109375,96.7265625
30/05/2000,96.6640625,96.703125,96.3046875,96.40625
31/05/2000,96.4453125,97.046875,96.3828125,96.9453125
01/06/2000,96.9765625,97.7734375,96.96875,97.5
02/06/2000,97.5,98.96875,97.4140625,97.8046875
