Date,Open,High,Low,Close
14/11/2013,15783,15851,15763,15839
15/11/2013,15839,15930,15825,15913
18/11/2013,15913,15994,15895,15938
19/11/2013,15950,15993,15909,15934
20/11/2013,15932,15989,15834,15878
21/11/2013,15880,15986,15848,15975
22/11/2013,15972,16043,15948,16027
25/11/2013,16038,16100,16028,16062
26/11/2013,16051,16098,16045,16060
27/11/2013,16060,16096,16043,16074
29/11/2013,16080,16162,16061,16066
02/12/2013,16096,16114,15972,15998
03/12/2013,15988,16004,15847,15891
04/12/2013,15896,15954,15785,15886
05/12/2013,15892,15899,15802,15817
06/12/2013,15819,16075,15819,16013
09/12/2013,16019,16054,16003,16026
10/12/2013,16027,16047,15962,15978
11/12/2013,15989,16020,15820,15836
12/12/2013,15837,15856,15702,15741
13/12/2013,15738,15793,15716,15757
16/12/2013,15753,15935,15665,15880
17/12/2013,15879,15926,15835,15869
18/12/2013,15870,16185,15810,16166
19/12/2013,16170,16197,16098,16175
20/12/2013,16175,16219,16172,16209
23/12/2013,16208,16257,16205,16238
24/12/2013,16243,16305,16223,16303
26/12/2013,16306,16428,16306,16422
27/12/2013,16426,16466,16390,16421
30/12/2013,16417,16450,16406,16439
31/12/2013,16445,16540,16436,16494
02/01/2014,16473,16495,16353,16388
03/01/2014,16391,16454,16336,16407
06/01/2014,16399,16472,16336,16365
07/01/2014,16355,16496,16355,16454
08/01/2014,16459,16483,16356,16407
09/01/2014,16407,16470,16313,16391
10/01/2014,16392,16460,16317,16381
13/01/2014,16387,16393,16179,16214
14/01/2014,16211,16312,16182,16299
15/01/2014,16302,16444,16290,16408
16/01/2014,16413,16426,16312,16324
17/01/2014,16343,16435,16321,16397
21/01/2014,16395,16489,16253,16355
22/01/2014,16328,16382,16274,16317
23/01/2014,16316,16354,16078,16151
24/01/2014,16151,16181,15795,15816
27/01/2014,15801,15887,15722,15787
28/01/2014,15783,15943,15761,15876
29/01/2014,15934,15983,15643,15698
30/01/2014,15689,15846,15666,15733
31/01/2014,15741,15753,15550,15630
03/02/2014,15644,15697,15280,15292
04/02/2014,15323,15417,15282,15338
05/02/2014,15342,15415,15276,15367
06/02/2014,15383,15577,15377,15549
07/02/2014,15563,15749,15471,15739
10/02/2014,15748,15758,15675,15739
11/02/2014,15741,15972,15736,15929
12/02/2014,15925,16008,15897,15943
13/02/2014,15943,16012,15822,15979
14/02/2014,15980,16148,15911,16127
18/02/2014,16120,16189,16077,16107
19/02/2014,16107,16201,16004,16016
20/02/2014,16021,16137,15947,16100
21/02/2014,16104,16171,16072,16093
24/02/2014,16099,16281,16039,16186
25/02/2014,16180,16235,16122,16187
26/02/2014,16196,16244,16135,16178
27/02/2014,16192,16288,16102,16272
28/02/2014,16282,16388,16210,16307
03/03/2014,16225,16228,16058,16148
04/03/2014,16154,16409,16152,16381
05/03/2014,16379,16405,16330,16355
06/03/2014,16366,16439,16344,16415
07/03/2014,16415,16508,16389,16448
10/03/2014,16437,16459,16326,16413
11/03/2014,16408,16458,16320,16336
12/03/2014,16336,16366,16256,16339
13/03/2014,16347,16412,16084,16116
14/03/2014,16124,16169,16047,16061
17/03/2014,16056,16275,15979,16235
18/03/2014,16247,16373,16200,16331
19/03/2014,16327,16364,16120,16213
20/03/2014,16214,16352,16153,16339
21/03/2014,16325,16499.21,16317,16499.21
24/03/2014,16214,16303,16134,16202
25/03/2014,16209,16331,16192,16298
26/03/2014,16295,16392,16170,16179
27/03/2014,16203,16229,16112,16182
28/03/2014,16197,16341,16181,16240
31/03/2014,16276,16404,16276,16373
01/04/2014,16377,16488,16359,16449
02/04/2014,16452,16510,16431,16487
03/04/2014,16490,16531,16451,16501
04/04/2014,16507,16574,16312,16356
07/04/2014,16354,16363,16167,16178
08/04/2014,16187,16226,16107,16180
09/04/2014,16178,16371,16174,16360
10/04/2014,16366,16384,16078,16110
11/04/2014,16129,16147,15939,15981
14/04/2014,15947,16113,15156,16096
15/04/2014,16100,16257,15988,16205
16/04/2014,16245,16366,16222,16331
17/04/2014,16309,16386,16279,16343
21/04/2014,16346,16392,16334,16371
22/04/2014,16364,16498,16342,16458
23/04/2014,16455,16505,16411,16460
24/04/2014,16495,16513,16384,16431
25/04/2014,16405,16414,16264,16324
28/04/2014,16330,16436,16242,16397
29/04/2014,16398,16493,16390,16467
30/04/2014,16460,16526,16432,16511
01/05/2014,16515,16537,16456,16488
02/05/2014,16492,16550,16418,16447
05/05/2014,16449,16483,16307,16444
06/05/2014,16462,16489,16333,16360
07/05/2014,16360,16480,16305,16468
08/05/2014,16471,16572,16442,16510
09/05/2014,16496,16542,16451,16527
12/05/2014,16531,16670,16530,16655
13/05/2014,16664,16694,16652,16675
14/05/2014,16680,16694,16557,16587
15/05/2014,16594,16619,16366,16421
16/05/2014,16416,16471,16377,16465
19/05/2014,16466,16497,16387,16481
20/05/2014,16480,16505,16310,16337
21/05/2014,16342,16521,16326,16499
22/05/2014,16490,16560,16467,16528
23/05/2014,16525,16593,16522,16586
27/05/2014,16593,16666,16589,16654
28/05/2014,16656,16691,16601,16628
29/05/2014,16630,16687,16608,16681
30/05/2014,16676,16708,16635,16704
02/06/2014,16704,16744,16669,16722
03/06/2014,16722,16727,16678,16713
04/06/2014,16715,16733,16662,16718
05/06/2014,16721,16837,16696,16818
06/06/2014,16822,16937,16816,16932
09/06/2014,16940,16962,16908,16936
10/06/2014,16930,16953,16889,16942
11/06/2014,16944,16945,16815,16855
12/06/2014,16853,16882,16704,16750
13/06/2014,16751,16791,16711,16769
16/06/2014,16768,16804,16698,16774
17/06/2014,16782,16831,16727,16805
18/06/2014,16807,16913,16735,16898
19/06/2014,16895,16923,16858,16916
20/06/2014,16904,16977.01,16904,16977.01
23/06/2014,16855,16911,16808,16840
24/06/2014,16829,16885,16717,16752
25/06/2014,16743,16803,16699,16771
26/06/2014,16771,16800,16659,16762
27/06/2014,16768,16782,16687,16757
30/06/2014,16753,16787,16717,16740
01/07/2014,16757,16919,16749,16876
02/07/2014,16880,16911,16873,16899
03/07/2014,16895,16994,16886,16976
07/07/2014,16968,16994,16908,16946
08/07/2014,16944,16952,16796,16860
09/07/2014,16860,16927,16838,16913
10/07/2014,16914,16920,16722,16842
11/07/2014,16836,16893,16786,16881
14/07/2014,16878,17017,16877,16978
15/07/2014,16981,17045,16932,16988
16/07/2014,17003,17069,16991,17057
17/07/2014,17041,17085,16888,16941
18/07/2014,16889,17050,16835,17032
21/07/2014,17021,17029,16908,16983
22/07/2014,16979,17069,16976,17033
23/07/2014,17022,17067,16992,17025
